Name,GrammyAward, DB Row , Peak_chart , Week_chart ,Genre
Evacuate The Dancefloor,0," 3,666 ", 25 , 26 ,Pop
Sweet Dreams,0," 3,667 ", 10 , 29 ,R&;B
fuck Today,0," 3,668 ", -   , -   ,Rap
Consider Me Gone,0," 3,669 ", 38 , 19 ,Country
Major Tom,0," 3,670 ", -   , -   ,Pop
Fallin' For You,0," 3,671 ", 12 , 31 ,Pop
Lean On Me,0," 3,672 ", -   , -   ,Pop
Cowboy Casanova,0," 3,673 ", 11 , 20 ,Country
Breathless,0," 3,674 ", -   , -   ,Country
Stranded,0," 3,675 ", 16 , 2 ,R&;B
One Less Lonely Girl,0," 3,676 ", 16 , 16 ,Canada
My City Of Ruins,0," 3,677 ", -   , -   ,Pop
Eight Second Ride,0," 3,678 ", 70 , 13 ,Country
Papers,0," 3,679 ", 31 , 16 ,Producer
Let It Be,0," 3,680 ", -   , -   ,Pop
Hurry Home,0," 3,681 ", -   , -   ,Pop
Fifteen,0," 3,682 ", 23 , 21 ,Pop Country
Uprising,0," 3,683 ", 37 , 20 ,Soundtrack
Break,0," 3,684 ", 73 , 20 ,Alternative Rock
Crawl,0," 3,685 ", 53 , 9 ,DMV
Baby By Me,0," 3,686 ", 28 , 13 ,Rap
Give It Up To Me,0," 3,687 ", 29 , 11 ,Rap
Russian Roulette,0," 3,688 ", 9 , 14 ,Soul Pop
Ready To Love Again,0," 3,689 ", -   , -   ,Pop
Do I,0," 3,690 ", 34 , 20 ,Country
I Will Not Bow,0," 3,691 ", 40 , 20 ,Post-Grunge
Hot Mess,0," 3,692 ", 64 , 5 ,Blues
One Time,0," 3,693 ", 17 , 25 ,Canada
Red Light,0," 3,694 ", 54 , 16 ,Pop
Love This Pain,0," 3,695 ", -   , -   ,Pop
Bad Habits,0," 3,696 ", 71 , 14 ,Neo Soul
Funhouse,0," 3,698 ", 44 , 13 ,Funk
Drop It Low,0," 3,699 ", 38 , 17 ,R&;B
Gettin' You Home,0," 3,700 ", 33 , 20 ,Country
I Want You To,0," 3,701 ", 81 , 9 ,Alternative Rock
Music Box,0," 3,702 ", -   , -   ,Horrorcore
Bonfire,0," 3,703 ", 57 , 14 ,Pop
Video Phone,0," 3,704 ", 65 , 5 ,Crunk
Kings And Queens,0," 3,705 ", 82 , 5 ,Alternative Rock
Hell Breaks Loose,0," 3,706 ", -   , -   ,Horrorcore
Elevator,0," 3,707 ", -   , -   ,Rap
On Fire,0," 3,708 ", 62 , 2 ,Rap
I Get It In,0," 3,709 ", 83 , 7 ,R&;B
My Life Would Suck Without You,0," 3,710 ", -   , -   ,TV
Don't Rain On My Parade,0," 3,711 ", -   , -   ,TV
You Can't Always Get What You Want,0," 3,712 ", -   , -   ,TV
This Is War,0," 3,713 ", -   , -   ,Rock
What I Do,0," 3,714 ", -   , -   ,DMV
And I Am Telling You I'm Not Going,0," 3,715 ", -   , -   ,Soundtrack
Twang,0," 3,716 ", -   , -   ,Country
Toes,0," 3,717 ", 25 , 20 ,Country
Say Hey,0," 3,718 ", 18 , 20 ,Dancehall
Morning After Dark,0," 3,719 ", 61 , 2 ,Pop
Wheels,0," 3,720 ", 72 , 10 ,Rock
All I Ask For Anymore,0," 3,721 ", 95 , 2 ,Country
Regret,0," 3,722 ", 78 , 8 ,Pop
She Wolf,0," 3,723 ", 11 , 20 ,Dance
Obsessed,0," 3,724 ", 7 , 21 ,Hip-Hop
For Your Entertainment,0," 3,725 ", 61 , 2 ,Pop-Rock
It's Your Life,0," 3,726 ", -   , -   ,Pop
Doesn't Mean Anything,0," 3,727 ", 60 , 10 ,Pop
We Weren't Born To Follow,0," 3,728 ", 68 , 4 ,Rock
Wild Horses,0," 3,729 ", -   , -   ,Pop
Break Up,0," 3,730 ", 14 , 23 ,Crunk
Hotel Room Service,0," 3,731 ", 8 , 23 ,Pop
Don't Stand So Close To Me / Young Girl,0," 3,732 ", -   , -   ,TV
I'll Stand By You,0," 3,733 ", -   , -   ,Screen
Defying Gravity,0," 3,734 ", 31 , 3 ,Cover
Endless Love,0," 3,735 ", -   , -   ,Cover
Down To Earth,0," 3,736 ", -   , -   ,Canada
5 Star,0," 3,737 ", 79 , 2 ,Remix
Only You Can Love Me This Way,0," 3,738 ", 34 , 19 ,Ballad
Welcome To The Future,0," 3,739 ", 42 , 16 ,Country
Bigger,0," 3,740 ", -   , -   ,Canada
The Invitation,0," 3,741 ", -   , -   ,Rap
First Dance,0," 3,742 ", -   , -   ,Canada
Love Drunk,0," 3,743 ", 22 , 20 ,Pop
Good Girls Go Bad,0," 3,744 ", 7 , 25 ,Alternative
Favorite Girl,0," 3,745 ", 26 , 2 ,Canada
Successful,0," 3,746 ", 17 , 18 ,DMV
Whatever You Like,0," 3,747 ", -   , -   ,Pop
God In Me,0," 3,748 ", 68 , 20 ,R&;B
Jump Then Fall,0," 3,749 ", 10 , 3 ,Country
American Ride,0," 3,750 ", 35 , 16 ,Country
Undertow,0," 3,751 ", -   , -   ,Pop
Throw It In The Bag,0," 3,752 ", 14 , 23 ,Producer
21 Guns,0," 3,753 ", 22 , 20 ,Alternative Rock
Starstrukk,0," 3,754 ", 66 , 12 ,Rap
Number One,0," 3,755 ", 59 , 11 ,Soul
Face Drop,0," 3,756 ", 61 , 9 ,Pop
Ain't No Rest For The Wicked,0," 3,757 ", 83 , 11 ,Adult Alternative
The Other Side Of The Door,0," 3,758 ", 23 , 2 ,Country
Superstar,0," 3,759 ", -   , -   ,Country
Come In With The Rain,0," 3,760 ", -   , -   ,Country
Be On You,0," 3,761 ", 19 , 16 ,Rap
Under,0," 3,762 ", 78 , 10 ,R&;B
Good Morning,0," 3,763 ", 40 , 3 ,Pop
You're A Jerk,0," 3,764 ", 24 , 20 ,Rap
Sweet Caroline,0," 3,765 ", -   , -   ,Adult Contemporary
I Know You Want Me,0," 3,766 ", 2 , 35 ,Eurodance
Boom Boom Pow,0," 3,767 ", 1 , 33 ,Electronic
Knock You Down,0," 3,768 ", 3 , 31 ,Pop
Big Green Tractor,0," 3,769 ", 18 , 20 ,Country
Time For Miracles,0," 3,770 ", -   , -   ,Pop-Rock
Take Your Shirt Off,0," 3,771 ", -   , -   ,Crunk
Bust A Move,0," 3,772 ", -   , -   ,R&;B
No Surprise,0," 3,773 ", 15 , 24 ,Rap
No Air,0," 3,774 ", -   , -   ,Cover
Small Town USA,0," 3,775 ", 44 , 20 ,Country
It's My Life / Confessions Part II,0," 3,776 ", 30 , 2 ,Mashup
Nobody,0," 3,777 ", -   , -   ,K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d)
Chances,0," 3,778 ", -   , -   ,Pop
Halo / Walking On Sunshine,0," 3,779 ", 40 , 2 ,TV
Hell Of A Life,0," 3,780 ", 54 , 2 ,Rap
Notion,0," 3,781 ", -   , -   ,Rock
Battlefield,0," 3,782 ", 10 , 22 ,R&;B
Please Don't Leave Me,0," 3,783 ", 17 , 26 ,Pop
Ice Cream Paint Job,0," 3,784 ", 27 , 20 ,Rap
Love Your Love The Most,0," 3,785 ", 63 , 16 ,Country
Sounds Like Life To Me,0," 3,786 ", 84 , 11 ,Pop
The Fixer,0," 3,787 ", 56 , 7 ,Rock
I'm In Miami Trick,0," 3,788 ", 51 , 20 ,Pop
Check My Brain,0," 3,789 ", 92 , 4 ,Rock
Waking Up In Vegas,0," 3,790 ", 9 , 23 ,Pop-Rock
Her Diamonds,0," 3,792 ", 23 , 20 ,Pop
New Divide,0," 3,793 ", 6 , 20 ,Alternative
Careful,0," 3,794 ", -   , -   ,Pop-Punk
Maybe This Time,0," 3,795 ", -   , -   ,Pop
Living For The Night,0," 3,796 ", 53 , 17 ,Country
I'll Just Hold On,0," 3,797 ", 76 , 14 ,Country
Boots On,0," 3,798 ", 53 , 19 ,Country
Fire Burning,0," 3,799 ", 5 , 21 ,Rap
I'm Yours,0," 3,800 ", 6 , 76 ,Adult Contemporary
Taking Chances,0," 3,801 ", -   , -   ,Cover
Ego,0," 3,802 ", 39 , 17 ,R&;B
I Wanna,0," 3,803 ", 92 , 2 ,Rock
Every Girl,0," 3,804 ", 10 , 20 ,Rap
Make Her Say,0," 3,805 ", 43 , 15 ,Rap
Come Back To Me,0," 3,806 ", 63 , 19 ,Rock
Last Chance,0," 3,807 ", 63 , 16 ,R&;B
Closer To Love,0," 3,808 ", 91 , 7 ,Adult Alternative
LoveGame,0," 3,809 ", 5 , 22 ,Dance-Pop
The Climb,0," 3,810 ", 4 , 28 ,Disney
Take A Bow,0," 3,811 ", -   , -   ,R&;B
People Are Crazy,0," 3,812 ", 27 , 20 ,Country
Barefoot And Crazy,0," 3,813 ", 64 , 12 ,Pop
Send It On,0," 3,814 ", 20 , 5 ,Pop
She Is Love,0," 3,815 ", 66 , 7 ,Rock
Shake My,0," 3,816 ", 75 , 3 ,Rap
Wetter,0," 3,817 ", 44 , 16 ,Rap
Joey,0," 3,818 ", 89 , 3 ,Country
It's A Business Doing Pleasure With You,0," 3,819 ", 59 , 7 ,Country
Second Chance,0," 3,820 ", 7 , 41 ,Adult Contemporary
Wild At Heart,0," 3,821 ", 53 , 15 ,Country
I Need A Girl,0," 3,822 ", 59 , 16 ,R&;B
Million Dollar Bill,0," 3,823 ", -   , -   ,West Coast
Not Meant To Be,0," 3,824 ", 55 , 21 ,Rock
So Fine,0," 3,825 ", 50 , 9 ,Rap
Overcome,0," 3,826 ", -   , -   ,Rock
Out Last Night,0," 3,827 ", 16 , 20 ,Country
Radar,0," 3,828 ", 88 , 3 ,Synth-Pop
Chillin,0," 3,829 ", -   , -   ,Rap
Awake And Alive,0," 3,830 ", -   , -   ,Christian Rock
Birthday Sex,0," 3,831 ", 4 , 20 ,R&;B
Don't Trust Me,0," 3,832 ", 7 , 37 ,Electronic
Best Days Of Your Life,0," 3,833 ", 46 , 20 ,Country
Jump,0," 3,834 ", 54 , 6 ,Rap
Sound Of Madness,0," 3,836 ", 85 , 9 ,Rock
When Love Takes Over,0," 3,837 ", 76 , 9 ,Dance
If Today Was Your Last Day,0," 3,838 ", 19 , 22 ,Rock
You Found Me,0," 3,839 ", 7 , 39 ,Pop
Love Story,0," 3,840 ", 4 , 49 ,Pop Country
Sideways,0," 3,841 ", 35 , 20 ,Country
I Do Not Hook Up,0," 3,842 ", 20 , 18 ,Pop
Show Me What I'm Looking For,0," 3,843 ", 67 , 18 ,Rock
That's Not My Name,0," 3,844 ", 39 , 26 ,Dance-Pop
I Run To You,0," 3,845 ", 27 , 21 ,Country
Digital Girl,0," 3,846 ", -   , -   ,R&;B
Remember Me,0," 3,847 ", 29 , 2 ,Rap
He Could Be The One,0," 3,848 ", 10 , 5 ,Pop-Rock
Then,0," 3,849 ", 28 , 20 ,Country
Always Strapped,0," 3,850 ", 54 , 17 ,Trap
Sooner Or Later,0," 3,851 ", -   , -   ,Pop
I Just Call You Mine,0," 3,852 ", -   , -   ,Country
Right Round,0," 3,853 ", 1 , 26 ,Rap
Whatever It Is,0," 3,854 ", 26 , 20 ,Country
Kiss A Girl,0," 3,855 ", 16 , 20 ,Country
Strange,0," 3,856 ", 76 , 9 ,Country
Know Your Enemy,0," 3,857 ", 28 , 15 ,Punk Rock
Catch Me,0," 3,858 ", -   , -   ,Baroque Pop
Walkin' On The Moon,0," 3,859 ", 87 , 9 ,Pop
Too Many Rappers,0," 3,860 ", -   , -   ,Rap
If It Kills Me,0," 3,861 ", -   , -   ,Rock
It Happens,0," 3,862 ", 33 , 20 ,Country
Boyfriend #2,0," 3,863 ", 42 , 18 ,R&;B
You Don't Belong,0," 3,864 ", -   , -   ,Rock
Just Dance,0," 3,865 ", 1 , 49 ,Dance-Pop
All The Above,0," 3,866 ", 39 , 20 ,Rap
Ignorance,0," 3,867 ", -   , -   ,Alternative
I Wanna Know You,0," 3,868 ", -   , -   ,Disney
Ice Cream Freeze,0," 3,869 ", -   , -   ,Disney
Shining Down,0," 3,870 ", -   , -   ,Rap
One And The Same,0," 3,871 ", -   , -   ,Disney
Lost You Anyway,0," 3,872 ", 69 , 10 ,Country
Sissy's Song,0," 3,873 ", 61 , 13 ,Country
It's America,0," 3,874 ", 44 , 20 ,Country
One In Every Crowd,0," 3,875 ", 53 , 17 ,Country
Kiss Me Thru The Phone,0," 3,876 ", 3 , 27 ,Rap
If U Seek Amy,0," 3,877 ", 19 , 20 ,Electro-Pop
I'm On A Boat,0," 3,878 ", 56 , 20 ,Comedy
Take Me On The Floor,0," 3,879 ", 81 , 2 ,Rock
Funny The Way It Is,0," 3,880 ", 37 , 8 ,Adult Alternative
Echo,0," 3,881 ", 57 , 9 ,Rap
Dead And Gone,0," 3,882 ", 2 , 29 ,Rap
Fly With Me,0," 3,883 ", -   , -   ,Rock
We Made You,0," 3,884 ", 9 , 10 ,Pop
Beggin',0," 3,885 ", 79 , 10 ,Rap
Where I'm From,0," 3,886 ", 64 , 11 ,Country
sobeautiful,0," 3,887 ", 84 , 11 ,Soul
Here Comes Goodbye,0," 3,888 ", 11 , 16 ,Country
On The Ocean,0," 3,889 ", 96 , 2 ,Rap
I Told You So,0," 3,890 ", 9 , 18 ,Pop
No Boundaries,0," 3,891 ", 11 , 3 ,Pop
I Love College,0," 3,892 ", 12 , 17 ,Rap
Hoedown Throwdown,0," 3,893 ", 18 , 13 ,Soundtrack
Ain't I,0," 3,894 ", 47 , 19 ,Rap
She's Country,0," 3,895 ", 29 , 20 ,Country
Permanent,0," 3,896 ", 24 , 2 ,Rock
Amazing,0," 3,897 ", 81 , 5 ,Pop
Always The Love Songs,0," 3,898 ", 69 , 11 ,Country
If This Isn't Love,0," 3,899 ", 63 , 13 ,R&;B
Love Sex Magic,0," 3,900 ", 10 , 12 ,Electro-Pop
Never Ever,0," 3,901 ", 66 , 15 ,R&;B
Note To God,0," 3,902 ", -   , -   ,Pop
Apologize,0," 3,903 ", -   , -   ,Pop
Home Sweet Home,0," 3,904 ", 21 , 3 ,Country
Insane,0," 3,905 ", -   , -   ,Horrorcore
Falling Slowly,0," 3,906 ", -   , -   ,Pop
Turnin Me On,0," 3,908 ", 15 , 22 ,Pop
Mad,0," 3,909 ", 11 , 24 ,NBA
Magnificent,0," 3,910 ", 62 , 11 ,Rap
It Won't Be Like This For Long,0," 3,911 ", 36 , 20 ,Country
Crazier,0," 3,912 ", 17 , 8 ,Soundtrack
Old Time's Sake,0," 3,913 ", 25 , 2 ,Rap
I'm Just Here For The Music,0," 3,914 ", 87 , 2 ,Pop
Epiphany,0," 3,915 ", 89 , 3 ,Soul
Rockin' That Thang,0," 3,916 ", 22 , 20 ,R&;B
Stanky Legg,0," 3,917 ", 49 , 14 ,Rap
You Can Get It All,0," 3,918 ", 55 , 10 ,Rap
Don't Think I Can't Love You,0," 3,920 ", 57 , 15 ,Country
Don't Forget,0," 3,921 ", 41 , 9 ,Pop-Rock
Circus,0," 3,922 ", 3 , 22 ,Electro-Pop
America's Suitehearts,0," 3,923 ", -   , -   ,Indie
The Fear,0," 3,924 ", 80 , 10 ,Alternative Pop
Diva,0," 3,925 ", 19 , 20 ,Rap
Soulmate,0," 3,926 ", 96 , 2 ,R&;B
Let It Rock,0," 3,927 ", 5 , 35 ,Rap Rock
Hot N Cold,0," 3,929 ", 3 , 39 ,Pop-Rock
Candle,0," 3,930 ", 57 , 8 ,Pop
Butterfly Fly Away,0," 3,931 ", 56 , 3 ,Disney
Nothin' To Die For,0," 3,932 ", 68 , 11 ,Country
Imma Put It On Her,0," 3,933 ", 79 , 3 ,R&;B
Lark On My Go,0," 3,934 ", -   , -   ,Rap
Thinking Of You,0," 3,935 ", 29 , 15 ,Pop-Rock
River Of Love,0," 3,936 ", 59 , 20 ,Country
Single Ladies,0," 3,937 ", 1 , 27 ,R&;B
Let's Get Crazy,0," 3,938 ", 57 , 3 ,Disney
You'll Always Find Your Way Back Home,0," 3,939 ", 81 , 4 ,Soundtrack
Shuttin' Detroit Down,0," 3,940 ", 75 , 8 ,Country
Panic Switch,0," 3,941 ", -   , -   ,Rock
"It's Alright, It's OK",0," 3,942 ", -   , -   ,Pop
I Hate This Part,0," 3,944 ", 11 , 20 ,Ballad
Untouched,0," 3,945 ", 17 , 20 ,Synth Rock
You Complete Me,0," 3,946 ", 62 , 10 ,Pop
My Love,0," 3,947 ", 82 , 4 ,Alternative
Marry For Money,0," 3,948 ", 98 , 3 ,Country
Just Like Me,0," 3,949 ", 49 , 18 ,R&;B
Live Your Life,0," 3,950 ", 1 , 28 ,Pop
Gotta Be Somebody,0," 3,951 ", 10 , 27 ,Pop-Rock
God Love Her,0," 3,952 ", 36 , 20 ,Country
Things That Matter,0," 3,953 ", -   , -   ,Country
Lifeline,0," 3,954 ", 81 , 2 ,Rock
Hot Revolver,0," 3,955 ", 33 , 3 ,Rap
Down The Road,0," 3,956 ", 47 , 18 ,Country
Love Who You Love,0," 3,957 ", -   , -   ,Country
Cowgirls Don't Cry,0," 3,959 ", 44 , 20 ,Country
"Lions, Tigers & Bears",0," 3,960 ", 74 , 8 ,R&;B
So What,0," 3,961 ", 1 , 31 ,Power Pop
Beep,0," 3,962 ", 55 , 12 ,R&;B
You're Not Sorry,0," 3,963 ", 11 , 5 ,Pop Country
Lost,0," 3,964 ", 71 , 11 ,Rap
Last Call,0," 3,965 ", 77 , 9 ,Country
Angels On The Moon,0," 3,966 ", 75 , 9 ,Rock
Freeze,0," 3,968 ", 38 , 10 ,Trap
"Want It, Need It",0," 3,969 ", -   , -   ,Rap
Womanizer,0," 3,970 ", 1 , 23 ,Dance-Pop
Chicken Fried,0," 3,971 ", 20 , 25 ,Country
Sex On Fire,0," 3,972 ", 56 , 20 ,Pop-Rock
She Wouldn't Be Gone,0," 3,973 ", 43 , 20 ,Country
I Will Be,0," 3,974 ", 66 , 6 ,Pop
More Like Her,0," 3,975 ", 90 , 8 ,Country
Disturbia,0," 3,976 ", 1 , 37 ,Dance-Pop
Hold Up My Heart,0," 3,977 ", -   , -   ,Pop
Feel That Fire,0," 3,979 ", 32 , 21 ,Country
Shone,0," 3,980 ", -   , -   ,Rap
Pop Champagne,0," 3,981 ", 22 , 20 ,Rap
I'm So Paid,0," 3,982 ", 31 , 20 ,R&;B
Love Is On Its Way,0," 3,983 ", -   , -   ,Rock
One More Drink,0," 3,984 ", 24 , 18 ,Rap
Get On Your Boots,0," 3,985 ", 37 , 3 ,Ireland
Love Lockdown,0," 3,986 ", 3 , 23 ,Alternative R&;B
Light On,0," 3,987 ", 17 , 20 ,Pop-Rock
If I Were A Boy,0," 3,988 ", 3 , 20 ,Folk Rock
My President,0," 3,990 ", 53 , 6 ,Rap
Break My Heart,0," 3,991 ", -   , -   ,Pop
Trading Places,0," 3,992 ", 45 , 17 ,R&;B
IfULeave,0," 3,993 ", 71 , 12 ,R&;B
Put It On Ya,0," 3,994 ", 31 , 13 ,Rap
Better In Time,0," 3,995 ", 11 , 31 ,R&;B
Absolute,0," 3,996 ", -   , -   ,Rap
"You're Gonna Go Far, Kid",0," 3,997 ", 63 , 18 ,Rock
Decode,0," 3,998 ", 33 , 14 ,Alternative
Working On A Dream,0," 3,999 ", -   , -   ,Rock
Playa Cardz Right,0," 4,000 ", 63 , 13 ,R&;B
Addicted,0," 4,001 ", 20 , 34 ,Hard Rock
Krazy,0," 4,002 ", 30 , 19 ,Rap
Tell Me Something I Don't Know,0," 4,003 ", 58 , 4 ,Soundtrack
Keeps Gettin' Better,0," 4,004 ", 7 , 18 ,Pop
At Last,0," 4,005 ", -   , -   ,R&;B
Roll With Me,0," 4,006 ", 33 , 20 ,Rap
It's A New Day,0," 4,007 ", 78 , 2 ,Rap
Bad Girlfriend,0," 4,008 ", 75 , 17 ,Hard Rock
Crush,0," 4,010 ", 2 , 23 ,Pop
Mrs. Officer,0," 4,011 ", 16 , 22 ,Rap
Shattered,0," 4,012 ", 36 , 24 ,Pop
Bust Your Windows,0," 4,013 ", 31 , 15 ,Rock
Seventeen Forever,0," 4,014 ", 42 , 6 ,Rock
About You Now,0," 4,015 ", 47 , 4 ,Cover
Lookin' For A Good Time,0," 4,016 ", 67 , 15 ,Country
All Summer Long,0," 4,017 ", 29 , 15 ,Pop
Can't Believe It,0," 4,018 ", 7 , 24 ,R&;B
Come On Get Higher,0," 4,019 ", 59 , 20 ,Pop
Arab Money,0," 4,020 ", 86 , 6 ,Remix
When It Hurts,0," 4,021 ", 91 , 3 ,Pop
Universal Mind Control,0," 4,022 ", 62 , 6 ,Electro-Funk
Go Hard,0," 4,023 ", 69 , 2 ,Rap
Fall For You,0," 4,024 ", 21 , 30 ,Rock
Love Remains The Same,0," 4,025 ", 27 , 31 ,Rock
Lovebug,0," 4,026 ", 49 , 14 ,Rock
Fly On The Wall,0," 4,027 ", 84 , 2 ,Electro-Pop
See You In My Nightmares,0," 4,028 ", 21 , 4 ,Pop
What About Now,0," 4,029 ", 18 , 20 ,Alternative
Swing,0," 4,030 ", 45 , 20 ,Rap
Get Up,0," 4,031 ", 44 , 9 ,Rap
Love Remembers,0," 4,032 ", 73 , 9 ,Country
No Me Doy Por Vencido,0," 4,033 ", 92 , 9 ,En Espa\xc3\xb1ol
Shattered Glass,0," 4,034 ", -   , -   ,Pop
So Fly,0," 4,035 ", 49 , 15 ,Rap
Paper Planes,0," 4,036 ", 4 , 20 ,Trap
Got Money,0," 4,037 ", 10 , 27 ,Rap
Last Of A Dying Breed,0," 4,038 ", -   , -   ,Rap
Need U Bad,0," 4,039 ", 37 , 20 ,Rap
Chinese Democracy,0," 4,040 ", 34 , 3 ,Rock
What Them Girls Like,0," 4,041 ", 33 , 14 ,R&;B
Leave Out All The Rest,0," 4,042 ", 94 , 2 ,Screen
I'd Come For You,0," 4,043 ", 44 , 2 ,Post-Grunge
Do You Believe Me Now,0," 4,044 ", 36 , 20 ,Pop
Don't Think I Don't Think About It,0," 4,045 ", 35 , 20 ,Country
Waitin' On A Woman,0," 4,046 ", 44 , 20 ,Country
She Never Cried In Front Of Me,0," 4,048 ", 42 , 20 ,Country
I'll Walk,0," 4,049 ", 70 , 8 ,Pop
Did You Wrong,0," 4,050 ", 90 , 4 ,R&;B
One Step At A Time,0," 4,051 ", 17 , 21 ,Pop
The Way I Loved You,0," 4,052 ", -   , -   ,Pop Country
Hey Stephen,0," 4,054 ", -   , -   ,Pop Country
In The Ayer,0," 4,055 ", 9 , 21 ,Rap
Bleeding Love,0," 4,056 ", 1 , 39 ,Adult Contemporary
American Boy,0," 4,057 ", 9 , 30 ,Memes
Spaceman,0," 4,058 ", -   , -   ,Rock
Too Drunk...,0," 4,059 ", -   , -   ,Rock
Angels,0," 4,060 ", -   , -   ,Cover
It's Over,0," 4,061 ", 62 , 5 ,Pop
Country Man,0," 4,062 ", 74 , 9 ,Country
The Day That Never Comes,0," 4,063 ", 31 , 10 ,Heavy Metal
Something In Your Mouth,0," 4,064 ", -   , -   ,Rock
Cuddy Buddy,0," 4,065 ", 76 , 3 ,Rap
Can I Have This Dance,0," 4,066 ", 98 , 2 ,Disney
Shake It,0," 4,067 ", 10 , 30 ,New Wave
Body On Me,0," 4,068 ", 42 , 15 ,Rap
Lloro Por Ti,0," 4,069 ", -   , -   ,Latin Pop
Put On,0," 4,071 ", 12 , 20 ,Rap
Cry For You,0," 4,072 ", 74 , 10 ,Pop
You Are The Best Thing,0," 4,073 ", -   , -   ,Soul
"What A Catch, Donnie",0," 4,075 ", -   , -   ,Alternative Pop
Troubadour,0," 4,076 ", 54 , 15 ,Country
I Still Miss You,0," 4,077 ", 48 , 19 ,Country
Pocketful Of Sunshine,0," 4,078 ", 5 , 35 ,Screen
When I Grow Up,0," 4,079 ", 9 , 20 ,Electro-Pop
Headfirst Slide Into Cooperstown On A Bad Bet,0," 4,080 ", -   , -   ,Indie
The Business,0," 4,081 ", 33 , 14 ,Pop
Please Excuse My Hands,0," 4,082 ", 66 , 12 ,Rap
The Shock Of The Lightning,0," 4,083 ", -   , -   ,Rock
You Look Good In My Shirt,0," 4,084 ", 44 , 17 ,Country
Leavin',0," 4,085 ", 10 , 24 ,Electro-Pop
Go Girl,0," 4,086 ", -   , -   ,R&;B
All I Want To Do,0," 4,087 ", 18 , 16 ,Country
Should've Said No,0," 4,088 ", 33 , 20 ,Country
Get Like Me,0," 4,090 ", 16 , 21 ,R&;B
Ready For Whatever,0," 4,091 ", -   , -   ,Rap
Lolli Lolli,0," 4,092 ", 18 , 20 ,Rap
Check Yes Juliet,0," 4,093 ", 70 , 11 ,Rock
Shut Up And Let Me Go,0," 4,094 ", 55 , 11 ,Pop
Mr. Carter,0," 4,095 ", 62 , 17 ,Producer
Holler Back,0," 4,096 ", 66 , 13 ,Pop
Here I Am,0," 4,097 ", 41 , 14 ,Rap
That's What You Get,0," 4,098 ", 66 , 17 ,Rock
Cookie Jar,0," 4,099 ", 59 , 5 ,Rap
On The Line,0," 4,100 ", -   , -   ,Pop-Rock
I'd Rather Be With You,0," 4,101 ", 82 , 2 ,Rock
Get Back,0," 4,102 ", 43 , 6 ,Pop-Rock
If I Never See Your Face Again,0," 4,103 ", 51 , 20 ,Remix
Heaven Sent,0," 4,104 ", 28 , 20 ,R&;B
Corona And Lime,0," 4,105 ", 23 , 8 ,Rap
7 Things,0," 4,106 ", 9 , 15 ,Pop-Rock
Free Fallin',0," 4,107 ", 51 , 10 ,Rock
It's Not My Time,0," 4,108 ", 17 , 29 ,Rock
I Luv Your Girl,0," 4,109 ", 20 , 20 ,R&;B
Cyanide,0," 4,110 ", -   , -   ,Thrash Metal
"What Up, What's Haapnin'",0," 4,111 ", -   , -   ,Rap
Swing Ya Rag,0," 4,112 ", 62 , 2 ,Rap
Never Would Have Made It,0," 4,113 ", 82 , 13 ,Christian
Take You Down,0," 4,115 ", 43 , 20 ,DMV
I'll Be Lovin' U Long Time,0," 4,116 ", 58 , 8 ,Pop
Dreamer,0," 4,117 ", 16 , 2 ,R&;B
Handlebars,0," 4,118 ", 37 , 20 ,Rap
Put A Girl In It,0," 4,119 ", 54 , 13 ,Country
Teenage Love Affair,0," 4,120 ", 54 , 16 ,Soul
What You Got,0," 4,121 ", 14 , 25 ,Rap
BB Good,0," 4,122 ", -   , -   ,Pop
Real,0," 4,124 ", -   , -   ,Rock
Warrior,0," 4,125 ", -   , -   ,Rap
Get Silly,0," 4,126 ", 29 , 17 ,Rap
Breakout,0," 4,127 ", 56 , 4 ,Teen Pop
A Little Bit Longer,0," 4,128 ", -   , -   ,Pop
Damaged,0," 4,129 ", 10 , 22 ,Rap
Love Song,0," 4,130 ", 4 , 41 ,Pop
In Love With A Girl,0," 4,131 ", 24 , 23 ,Pop-Rock
What If It All Goes Right,0," 4,132 ", -   , -   ,Pop
Summertime,0," 4,133 ", 36 , 13 ,Pop
Pork And Beans,0," 4,135 ", 64 , 15 ,Pop-Punk
Learning How To Bend,0," 4,136 ", 96 , 4 ,Pop
Realize,0," 4,137 ", 20 , 26 ,Pop
This Is Me,0," 4,138 ", 9 , 7 ,Disney
Te Quiero,0," 4,139 ", 86 , 17 ,Latin Music
Back When I Knew It All,0," 4,140 ", 56 , 18 ,Country
Better As A Memory,0," 4,141 ", 46 , 17 ,Country
Sexy Can I,0," 4,142 ", 3 , 26 ,Pop
Low,0," 4,143 ", 1 , 40 ,Crunk
I'm Still A Guy,0," 4,144 ", 33 , 20 ,Rock
Moving Mountains,0," 4,145 ", 67 , 9 ,R&;B
Pushin' Me Away,0," 4,146 ", 16 , 2 ,Pop
We Weren't Crazy,0," 4,147 ", 82 , 10 ,Country
Love In This Club Part II,0," 4,148 ", 18 , 14 ,R&;B
All Around Me,0," 4,150 ", 40 , 20 ,Christian
Play My Music,0," 4,151 ", 20 , 5 ,Soundtrack
Hero,0," 4,152 ", -   , -   ,Rap
Stop And Stare,0," 4,153 ", 12 , 31 ,Pop-Rock
